URN,UKPRN,TypeOfEstablishment (name)
108163,10041979,Community school
108164,10072237,Community school
108165,,Community school
108166,,Community school
108167,10072236,Community school
108168,,Community school
108169,,Community school
108170,,Community school
108171,10078293,Foundation school
108172,,Community school
108173,,Foundation school
108174,,Foundation school
108175,,Community school
108176,,Community school
108177,,Community school
108178,,Community school
108179,,Community school
108180,,Community school
108181,,Community school
108182,,Community school
108183,,Voluntary controlled school
108184,,Community school
108185,10044026,Foundation school
108186,,Community school
108187,,Community school
108188,,Foundation school
108189,,Foundation school
108190,,Community school
108191,,Community school
108192,,Community school
108193,,Community school
108194,,Community school
108195,10072235,Community school
108196,,Foundation school
108197,,Community school
108198,,Community school
108199,,Community school
108200,10070889,Community school
108201,,Community school
108202,,Community school
108203,,Community school
108204,,Foundation school
108205,,Community school
108206,10072234,Community school
108207,,Community school
108208,10077331,Community school
108209,,Community school
108210,10072233,Community school
108211,10072232,Community school
108212,10072231,Community school
108213,,Community school
108214,,Community school
108215,10069026,Community school
108216,10072230,Community school
108217,,Community school
108218,10072229,Community school
108219,10072228,Community school
108220,,Community school
108221,,Community school
108222,,Community school
108223,,Community school
108224,,Community school
108225,,Community school
108226,,Community school
108227,,Community school
108228,10047764,Community school
108229,10070888,Community school
108230,,Community school
108231,,Community school
108232,,Community school
108233,,Community school
108234,,Community school
108235,,Community school
108236,10070887,Community school
108237,,Community school
108238,,Community school
108239,,Community school
108240,,Community school
108241,,Community school
108242,,Voluntary controlled school
108243,,Voluntary controlled school
108244,,Voluntary controlled school
108245,,Voluntary controlled school
108246,10071362,Voluntary controlled school
108247,10075943,Voluntary controlled school
108248,,Voluntary controlled school
108249,10071361,Voluntary controlled school
108250,,Voluntary controlled school
108251,,Voluntary controlled school
108252,10073723,Voluntary controlled school
108253,10075942,Voluntary aided school
108254,,Voluntary aided school
108255,10075789,Voluntary aided school
108256,,Voluntary aided school
108257,,Voluntary aided school
108258,,Voluntary aided school
108259,10078342,Voluntary aided school
108260,10075941,Voluntary aided school
108261,,Voluntary aided school
108262,,Voluntary aided school
108263,,Voluntary aided school
108264,,Voluntary aided school
108265,,Voluntary aided school
108266,,Voluntary aided school
108267,,Voluntary aided school
108268,,Voluntary aided school
108269,10071360,Voluntary aided school
108270,10075788,Voluntary aided school
108271,10016254,Community school
108272,10015879,Foundation school
108273,10015244,Community school
108274,10003004,Community school
108275,10017729,Foundation school
108276,10004906,Foundation school
108277,10004924,Foundation school
108278,10014930,Community school
108279,10015285,Foundation school
108280,10015856,Foundation school
108281,10015442,Community school
108282,10004392,Community school
108283,10016210,Community school
108284,,Community school
108285,,Community school
108286,,Community school
108287,,Community school
108288,,Community school
108289,,Community school
108290,,Community school
108291,,Community school
